accession_version	taxon_id	species	gene_id	sequence_length	length_ratio_to_query	isoform_label	archive_scope	source_record_status	selection_status	reason_code	evidence_note
NP_001395339.1	9606	Homo sapiens	672	735	0.394525	101	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395340.1	9606	Homo sapiens	672	734	0.393988	102	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395341.1	9606	Homo sapiens	672	733	0.393451	103	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395342.1	9606	Homo sapiens	672	733	0.393451	104	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395343.1	9606	Homo sapiens	672	733	0.393451	103	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395344.1	9606	Homo sapiens	672	733	0.393451	103	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395345.1	9606	Homo sapiens	672	733	0.393451	104	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395347.1	9606	Homo sapiens	672	721	0.387010	105	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395348.1	9606	Homo sapiens	672	721	0.387010	105	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395349.1	9606	Homo sapiens	672	721	0.387010	105	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395350.1	9606	Homo sapiens	672	720	0.386473	106	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395351.1	9606	Homo sapiens	672	720	0.386473	107	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395352.1	9606	Homo sapiens	672	720	0.386473	107	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395353.1	9606	Homo sapiens	672	720	0.386473	106	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395354.1	9606	Homo sapiens	672	719	0.385937	108	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395355.1	9606	Homo sapiens	672	719	0.385937	108	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395356.1	9606	Homo sapiens	672	719	0.385937	108	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395357.1	9606	Homo sapiens	672	719	0.385937	108	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395358.1	9606	Homo sapiens	672	719	0.385937	108	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395359.1	9606	Homo sapiens	672	719	0.385937	108	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395360.1	9606	Homo sapiens	672	719	0.385937	109	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395361.1	9606	Homo sapiens	672	718	0.385400	110	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395362.1	9606	Homo sapiens	672	718	0.385400	110	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395363.1	9606	Homo sapiens	672	718	0.385400	110	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395364.1	9606	Homo sapiens	672	718	0.385400	110	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395365.1	9606	Homo sapiens	672	718	0.385400	111	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395366.1	9606	Homo sapiens	672	718	0.385400	111	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395367.1	9606	Homo sapiens	672	718	0.385400	111	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395368.1	9606	Homo sapiens	672	718	0.385400	111	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395369.1	9606	Homo sapiens	672	718	0.385400	111	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395370.1	9606	Homo sapiens	672	718	0.385400	112	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395371.1	9606	Homo sapiens	672	718	0.385400	112	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395372.1	9606	Homo sapiens	672	718	0.385400	112	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395373.1	9606	Homo sapiens	672	718	0.385400	112	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395374.1	9606	Homo sapiens	672	717	0.384863	113	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395375.1	9606	Homo sapiens	672	717	0.384863	113	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395376.1	9606	Homo sapiens	672	717	0.384863	113	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395377.1	9606	Homo sapiens	672	717	0.384863	113	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395379.1	9606	Homo sapiens	672	717	0.384863	113	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395380.1	9606	Homo sapiens	672	715	0.383790	114	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395381.1	9606	Homo sapiens	672	713	0.382716	115	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395382.1	9606	Homo sapiens	672	713	0.382716	115	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395383.1	9606	Homo sapiens	672	713	0.382716	115	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395384.1	9606	Homo sapiens	672	713	0.382716	115	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395385.1	9606	Homo sapiens	672	713	0.382716	115	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395386.1	9606	Homo sapiens	672	713	0.382716	115	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395387.1	9606	Homo sapiens	672	712	0.382179	116	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395388.1	9606	Homo sapiens	672	712	0.382179	116	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395389.1	9606	Homo sapiens	672	712	0.382179	116	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395390.1	9606	Homo sapiens	672	712	0.382179	116	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395391.1	9606	Homo sapiens	672	712	0.382179	117	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395392.1	9606	Homo sapiens	672	712	0.382179	117	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395393.1	9606	Homo sapiens	672	712	0.382179	117	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395394.1	9606	Homo sapiens	672	712	0.382179	117	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395395.1	9606	Homo sapiens	672	712	0.382179	118	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395396.1	9606	Homo sapiens	672	712	0.382179	118	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395397.1	9606	Homo sapiens	672	711	0.381643	119	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395398.1	9606	Homo sapiens	672	711	0.381643	120	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395399.1	9606	Homo sapiens	672	711	0.381643	121	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395401.1	9606	Homo sapiens	672	699	0.375201	122	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395402.1	9606	Homo sapiens	672	698	0.374665	123	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395403.1	9606	Homo sapiens	672	693	0.371981	124	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395404.1	9606	Homo sapiens	672	692	0.371444	125	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395405.1	9606	Homo sapiens	672	692	0.371444	126	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395407.1	9606	Homo sapiens	672	690	0.370370	127	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395408.1	9606	Homo sapiens	672	690	0.370370	127	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395409.1	9606	Homo sapiens	672	690	0.370370	127	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395410.1	9606	Homo sapiens	672	689	0.369834	128	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395411.1	9606	Homo sapiens	672	689	0.369834	128	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395412.1	9606	Homo sapiens	672	689	0.369834	128	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395413.1	9606	Homo sapiens	672	689	0.369834	128	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395414.1	9606	Homo sapiens	672	689	0.369834	128	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395418.1	9606	Homo sapiens	672	689	0.369834	129	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395419.1	9606	Homo sapiens	672	689	0.369834	130	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395420.1	9606	Homo sapiens	672	689	0.369834	130	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395421.1	9606	Homo sapiens	672	688	0.369297	131	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395422.1	9606	Homo sapiens	672	688	0.369297	132	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395423.1	9606	Homo sapiens	672	680	0.365003	133	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395424.1	9606	Homo sapiens	672	678	0.363929	134	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395425.1	9606	Homo sapiens	672	672	0.360709	135	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395426.1	9606	Homo sapiens	672	672	0.360709	135	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395427.1	9606	Homo sapiens	672	672	0.360709	135	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395428.1	9606	Homo sapiens	672	672	0.360709	135	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395429.1	9606	Homo sapiens	672	672	0.360709	135	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395430.1	9606	Homo sapiens	672	672	0.360709	135	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395431.1	9606	Homo sapiens	672	671	0.360172	136	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395432.1	9606	Homo sapiens	672	671	0.360172	137	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395433.1	9606	Homo sapiens	672	671	0.360172	137	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395434.1	9606	Homo sapiens	672	670	0.359635	138	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395435.1	9606	Homo sapiens	672	651	0.349436	139	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395436.1	9606	Homo sapiens	672	650	0.348900	140	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395437.1	9606	Homo sapiens	672	647	0.347289	141	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395438.1	9606	Homo sapiens	672	646	0.346753	142	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395439.1	9606	Homo sapiens	672	633	0.339775	143	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395440.1	9606	Homo sapiens	672	632	0.339238	144	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395441.1	9606	Homo sapiens	672	592	0.317767	145	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395442.1	9606	Homo sapiens	672	583	0.312936	146	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395443.1	9606	Homo sapiens	672	451	0.242083	147	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_009228.2	9606	Homo sapiens	672	1816	0.974772	3	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_009229.2	9606	Homo sapiens	672	759	0.407407	4	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_009230.2	9606	Homo sapiens	672	699	0.375201	5	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_009231.2	9606	Homo sapiens	672	1884	1.011272	2	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_003414318.3	9785	Loxodonta africana	100653763	1858	0.997316		selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_010592788.2	9785	Loxodonta africana	100653763	1858	0.997316		selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001029141.1	13616	Monodelphis domestica	554178	1840	0.987654		selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_007482190.2	13616	Monodelphis domestica	554178	1840	0.987654	X1	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_007482191.2	13616	Monodelphis domestica	554178	1838	0.986581	X2	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_016284352.2	13616	Monodelphis domestica	554178	1840	0.987654	X1	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_033894.3	10090	Mus musculus	12189	1812	0.972625		selected_species	present	selected	FIXED_ANALYSIS_SET	Member of the committed 18-tip set; downstream sequence and domain QC is reported in the separate QC artifacts.
XP_006532127.1	10090	Mus musculus	12189	1767	0.948470	X2	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_006532131.1	10090	Mus musculus	12189	707	0.379495	X4	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_030101355.1	10090	Mus musculus	12189	1812	0.972625	X1	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_036012146.1	10090	Mus musculus	12189	1765	0.947397	X3	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
XP_028930515.1	9258	Ornithorhynchus anatinus	103167900	1346	0.722491		screened_extra_taxon	present	not_selected	BELOW_CONFIGURED_LENGTH_RATIO	Length ratio 0.722491 is below request min_length_ratio 0.750000; no domain-failure claim was made.
